name,stars,forks,age_years,language,description,url,watchers,open_issues,releases,contributors,loc_total,cbo_avg,dit_avg,lcom_avg,wmc_avg,cc_avg,created_at,updated_at,loc_comments_total,classes_count,methods_count,cbo_max,dit_max,lcom_max,noc_avg,clone_url
tencent/guava,100,12,1.32,Java,A popular Java library for commons,https://github.com/tencent/guava,106,,23,28,1000,15.37,4.77,12.18,24.93,3.58,2024-05-23T22:56:09.324935Z,2025-03-18T22:56:09.324939Z,153.0,10.0,179.0,118.0,14.0,38.0,1.92,https://github.com/tencent/guava.git
sonar/spring,100,14,3.61,Java,A popular Java tool for jackson,https://github.com/sonar/spring,108,,33,14,1000,10.45,5.51,46.1,37.06,4.2,2022-02-07T22:56:09.324796Z,2025-04-04T22:56:09.324802Z,134.0,10.0,152.0,32.0,14.0,136.0,5.03,https://github.com/sonar/spring.git
gitlab/spring,100,23,14.49,Java,A popular Java service for cassandra,https://github.com/gitlab/spring,84,,10,20,7458,5.31,5.08,9.68,37.25,8.28,2011-03-24T22:56:09.324486Z,2024-10-18T22:56:09.324489Z,2091.0,30.0,589.0,29.0,11.0,31.0,3.79,https://github.com/gitlab/spring.git
facebook/base-spring,100,24,2.53,Java,A popular Java framework for lucene,https://github.com/facebook/base-spring,111,,42,29,1000,8.06,3.5,17.71,36.47,7.58,2023-03-07T22:56:09.324420Z,2024-11-10T22:56:09.324426Z,219.0,10.0,78.0,64.0,8.0,56.0,2.92,https://github.com/facebook/base-spring.git
github/akka,100,28,8.31,Java,A popular Java extension for netty,https://github.com/github/akka,87,,60,23,12835,16.41,1.62,25.3,13.36,3.81,2017-05-28T22:56:09.324276Z,2025-05-31T22:56:09.324281Z,2003.0,45.0,334.0,47.0,2.0,66.0,0.82,https://github.com/github/akka.git
atlassian/okhttp,100,13,3.69,Java,A popular Java common for zookeeper,https://github.com/atlassian/okhttp,100,,66,11,1000,15.99,2.17,53.96,20.72,11.68,2022-01-10T22:56:09.324110Z,2024-10-13T22:56:09.324115Z,103.0,10.0,188.0,110.0,5.0,116.0,6.11,https://github.com/atlassian/okhttp.git
netflix/core-lucene,100,10,3.46,Java,A popular Java common for spring,https://github.com/netflix/core-lucene,81,,40,27,9620,9.94,2.45,59.75,25.75,5.36,2022-04-03T22:56:09.323823Z,2025-09-06T22:56:09.323827Z,1008.0,43.0,592.0,26.0,4.0,165.0,7.63,https://github.com/netflix/core-lucene.git
oracle/common-zookeeper,100,23,11.79,Java,A popular Java plugin for okhttp,https://github.com/oracle/common-zookeeper,86,,21,26,3707,4.53,4.93,12.29,32.52,6.4,2013-12-03T22:56:09.323652Z,2025-04-26T22:56:09.323657Z,670.0,12.0,112.0,27.0,11.0,41.0,1.83,https://github.com/oracle/common-zookeeper.git
gitlab/service-boot,100,9,13.52,Java,A popular Java core for akka,https://github.com/gitlab/service-boot,116,,41,15,12596,21.4,2.6,20.28,36.26,2.83,2012-03-13T22:56:09.323544Z,2025-04-21T22:56:09.323576Z,2595.0,111.0,1682.0,68.0,5.0,50.0,3.42,https://github.com/gitlab/service-boot.git
alibaba/client-flink,100,21,5.91,Java,A popular Java utils for tomcat,https://github.com/alibaba/client-flink,92,,51,19,1000,4.33,2.38,30.42,21.79,6.49,2019-10-20T22:56:09.323486Z,2024-09-28T22:56:09.323489Z,170.0,10.0,159.0,28.0,5.0,87.0,7.75,https://github.com/alibaba/client-flink.git
airbnb/retrofit,100,27,11.09,Java,A popular Java service for data,https://github.com/airbnb/retrofit,99,,29,15,19786,23.38,2.3,34.08,17.34,9.82,2014-08-15T22:56:09.350819Z,2025-04-10T22:56:09.350822Z,5056.0,157.0,2998.0,166.0,4.0,89.0,5.72,https://github.com/airbnb/retrofit.git
sonar/library-gson,100,34,5.33,Java,A popular Java api for gson,https://github.com/sonar/library-gson,97,,59,22,17750,6.39,4.59,5.78,29.93,11.69,2020-05-19T22:56:09.350767Z,2025-08-14T22:56:09.350771Z,4560.0,37.0,258.0,31.0,13.0,15.0,7.79,https://github.com/sonar/library-gson.git
jetbrains/mongodb,100,5,4.59,Java,A popular Java framework for mongodb,https://github.com/jetbrains/mongodb,92,,67,30,1000,11.12,4.33,45.73,10.01,5.4,2021-02-13T22:56:09.350598Z,2025-09-05T22:56:09.350601Z,123.0,10.0,100.0,58.0,11.0,151.0,3.18,https://github.com/jetbrains/mongodb.git
tencent/common-hbase,100,35,6.21,Java,A popular Java base for akka,https://github.com/tencent/common-hbase,85,,25,22,1797,9.42,2.69,12.57,30.81,10.47,2019-07-02T22:56:09.350543Z,2025-02-12T22:56:09.350546Z,249.0,10.0,146.0,66.0,6.0,32.0,5.86,https://github.com/tencent/common-hbase.git
apache/plugin-cassandra-v2,100,26,4.85,Java,A popular Java base for akka,https://github.com/apache/plugin-cassandra-v2,107,,16,31,2973,13.75,5.27,41.6,31.48,3.82,2020-11-12T22:56:09.323281Z,2025-07-01T22:56:09.323285Z,427.0,10.0,199.0,99.0,12.0,160.0,6.61,https://github.com/apache/plugin-cassandra-v2.git
spotify/api-akka,100,33,14.33,Java,A popular Java api for commons,https://github.com/spotify/api-akka,108,,30,18,1000,8.82,1.21,16.04,18.8,11.4,2011-05-20T22:56:09.323168Z,2024-09-26T22:56:09.323171Z,114.0,10.0,188.0,36.0,3.0,57.0,3.71,https://github.com/spotify/api-akka.git
spring/web-2,100,33,3.52,Java,A popular Java library for mongodb,https://github.com/spring/web-2,80,,17,20,8015,5.25,3.38,38.75,38.71,7.98,2022-03-11T22:56:09.322991Z,2025-07-05T22:56:09.322994Z,2399.0,31.0,245.0,34.0,8.0,76.0,4.83,https://github.com/spring/web-2.git
spotify/tool-redis-client,100,24,2.37,Java,A popular Java service for jetty,https://github.com/spotify/tool-redis-client,106,,57,30,11311,8.89,4.33,52.34,33.24,11.5,2023-05-05T22:56:09.311269Z,2025-03-08T22:56:09.311273Z,1264.0,36.0,389.0,65.0,12.0,140.0,2.84,https://github.com/spotify/tool-redis-client.git
eclipse/common-microservice,100,24,3.65,Java,A popular Java utils for flink,https://github.com/eclipse/common-microservice,87,,31,18,3856,20.55,3.27,12.99,12.73,5.03,2022-01-23T22:56:09.322885Z,2025-03-29T22:56:09.322888Z,560.0,10.0,174.0,142.0,8.0,29.0,1.19,https://github.com/eclipse/common-microservice.git
redhat/gson,100,6,11.27,Java,A popular Java api for reactor,https://github.com/redhat/gson,93,,5,14,12821,20.9,2.87,5.92,24.4,2.8,2014-06-10T22:56:09.322761Z,2024-10-30T22:56:09.322764Z,2749.0,27.0,294.0,116.0,6.0,18.0,1.14,https://github.com/redhat/gson.git
amazon/mongodb,100,7,1.83,Java,A popular Java server for guava,https://github.com/amazon/mongodb,90,,56,35,1455,5.1,5.25,40.46,33.56,11.7,2023-11-17T22:56:09.322657Z,2025-05-02T22:56:09.322661Z,374.0,10.0,67.0,26.0,12.0,115.0,7.12,https://github.com/amazon/mongodb.git
jetbrains/common-cassandra,100,8,11.33,Java,A popular Java tool for api,https://github.com/jetbrains/common-cassandra,91,,22,33,10396,17.12,3.12,13.82,11.35,3.46,2014-05-19T22:56:09.322596Z,2025-08-17T22:56:09.322603Z,2280.0,30.0,376.0,55.0,6.0,48.0,2.81,https://github.com/jetbrains/common-cassandra.git
github/gson,100,17,9.65,Java,A popular Java base for web,https://github.com/github/gson,93,,33,18,9652,21.29,4.67,46.66,32.46,3.46,2016-01-24T22:56:09.322481Z,2025-05-23T22:56:09.322484Z,2738.0,49.0,376.0,99.0,8.0,155.0,7.84,https://github.com/github/gson.git
eclipse/tool-hadoop,100,19,4.3,Java,A popular Java api for httpclient,https://github.com/eclipse/tool-hadoop,116,,27,21,1000,14.1,3.48,9.07,18.88,2.44,2021-06-02T22:56:09.312028Z,2025-02-27T22:56:09.312032Z,125.0,10.0,134.0,72.0,6.0,29.0,5.92,https://github.com/eclipse/tool-hadoop.git
baidu/lucene,100,32,8.27,Java,A popular Java common for reactor,https://github.com/baidu/lucene,113,,57,12,1000,20.99,3.98,10.33,14.19,9.02,2017-06-12T22:56:09.311904Z,2024-10-17T22:56:09.311908Z,219.0,10.0,124.0,43.0,8.0,17.0,3.82,https://github.com/baidu/lucene.git
maven/spring-spring,100,12,8.81,Java,A popular Java server for tomcat,https://github.com/maven/spring-spring,113,,67,35,1000,24.46,3.4,34.45,37.65,8.52,2016-11-25T22:56:09.311834Z,2024-10-21T22:56:09.311838Z,123.0,10.0,65.0,173.0,9.0,55.0,4.08,https://github.com/maven/spring-spring.git
amazon/elasticsearch-server,100,21,5.49,Java,A popular Java service for hadoop,https://github.com/amazon/elasticsearch-server,92,,54,31,1000,8.55,3.13,42.51,9.31,10.34,2020-03-21T22:56:09.311765Z,2025-04-28T22:56:09.311769Z,289.0,10.0,80.0,53.0,7.0,94.0,4.92,https://github.com/amazon/elasticsearch-server.git
gradle/extension-web,100,38,1.2,Java,A popular Java extension for data,https://github.com/gradle/extension-web,91,,27,18,2407,8.39,3.02,17.42,12.75,8.47,2024-07-05T22:56:09.311693Z,2025-08-24T22:56:09.311697Z,697.0,10.0,103.0,21.0,8.0,64.0,5.58,https://github.com/gradle/extension-web.git
atlassian/mongodb-client,100,10,10.65,Java,A popular Java extension for akka,https://github.com/atlassian/mongodb-client,119,,46,19,6694,23.89,3.35,39.2,15.74,8.07,2015-01-24T22:56:09.351769Z,2025-07-04T22:56:09.351774Z,1167.0,51.0,722.0,173.0,5.0,70.0,7.93,https://github.com/atlassian/mongodb-client.git
alibaba/rxjava,100,33,12.75,Java,A popular Java shared for guava,https://github.com/alibaba/rxjava,118,,32,34,1000,11.77,1.57,46.04,28.77,2.43,2012-12-16T22:56:09.350931Z,2025-07-08T22:56:09.350934Z,215.0,10.0,118.0,77.0,2.0,133.0,2.51,https://github.com/alibaba/rxjava.git
atlassian/guava,100,37,4.48,Java,A popular Java base for hadoop,https://github.com/atlassian/guava,109,,17,30,1000,16.22,4.25,33.36,20.37,10.57,2021-03-27T22:56:09.353507Z,2025-04-12T22:56:09.353510Z,154.0,10.0,58.0,72.0,11.0,89.0,4.24,https://github.com/atlassian/guava.git
atlassian/tool-zookeeper,100,25,3.74,Java,A popular Java api for spark,https://github.com/atlassian/tool-zookeeper,96,,16,17,1000,8.25,2.41,28.41,15.07,3.14,2021-12-22T22:56:09.353454Z,2025-03-27T22:56:09.353457Z,292.0,10.0,188.0,33.0,6.0,67.0,0.82,https://github.com/atlassian/tool-zookeeper.git
airbnb/server-gson-java,100,20,4.54,Java,A popular Java tool for gson,https://github.com/airbnb/server-gson-java,81,,60,26,1000,17.44,3.29,25.76,32.47,10.6,2021-03-04T22:56:09.353284Z,2025-02-27T22:56:09.353287Z,248.0,10.0,123.0,130.0,9.0,99.0,3.11,https://github.com/airbnb/server-gson-java.git
tencent/flink,100,33,6.1,Java,A popular Java utils for retrofit,https://github.com/tencent/flink,114,,27,14,11591,12.17,5.9,40.23,25.7,8.9,2019-08-13T22:56:09.353226Z,2024-12-08T22:56:09.353229Z,1757.0,89.0,1443.0,34.0,10.0,98.0,2.85,https://github.com/tencent/flink.git
tencent/tomcat-spring,100,20,3.66,Java,A popular Java plugin for jackson,https://github.com/tencent/tomcat-spring,102,,38,27,1000,15.64,3.4,23.31,26.81,10.5,2022-01-20T22:56:09.353122Z,2025-09-15T22:56:09.353125Z,151.0,10.0,79.0,47.0,9.0,81.0,2.32,https://github.com/tencent/tomcat-spring.git
gitlab/zookeeper-java,100,23,5.77,Java,A popular Java client for boot,https://github.com/gitlab/zookeeper-java,115,,9,35,8353,16.09,2.4,51.04,31.91,3.1,2019-12-11T22:56:09.352910Z,2025-08-02T22:56:09.352913Z,933.0,28.0,246.0,52.0,6.0,114.0,1.75,https://github.com/gitlab/zookeeper-java.git
maven/common-guava,100,20,13.95,Java,A popular Java plugin for gson,https://github.com/maven/common-guava,84,,55,23,5121,16.8,3.61,43.47,18.26,9.3,2011-10-05T22:56:09.352689Z,2025-08-09T22:56:09.352692Z,650.0,19.0,361.0,47.0,8.0,122.0,7.79,https://github.com/maven/common-guava.git
facebook/okhttp-spring,100,11,9.7,Java,A popular Java service for netty,https://github.com/facebook/okhttp-spring,105,,7,9,3896,12.26,3.65,5.46,33.39,4.02,2016-01-04T22:56:09.356887Z,2025-07-31T22:56:09.356892Z,408.0,22.0,150.0,28.0,7.0,12.0,6.51,https://github.com/facebook/okhttp-spring.git
ibm/retrofit-java,100,32,5.52,Java,A popular Java framework for jackson,https://github.com/ibm/retrofit-java,117,,50,24,5925,15.5,6.0,42.22,33.81,3.28,2020-03-12T22:56:09.351884Z,2025-05-07T22:56:09.351888Z,1235.0,12.0,122.0,118.0,10.0,130.0,2.21,https://github.com/ibm/retrofit-java.git
twitter/gson-client,100,7,4.62,Java,A popular Java tool for web,https://github.com/twitter/gson-client,101,,27,16,17640,6.06,4.82,13.22,31.35,3.18,2021-02-02T22:56:09.312708Z,2025-05-26T22:56:09.312712Z,3404.0,96.0,856.0,24.0,8.0,50.0,2.53,https://github.com/twitter/gson-client.git
linkedin/redis,100,38,3.67,Java,A popular Java plugin for hbase,https://github.com/linkedin/redis,118,,36,21,1059,5.55,1.27,25.97,33.39,8.08,2022-01-15T22:56:09.312569Z,2024-10-31T22:56:09.312573Z,266.0,10.0,66.0,19.0,3.0,75.0,5.2,https://github.com/linkedin/redis.git
alibaba/tool-security,100,7,5.81,Java,A popular Java service for cloud,https://github.com/alibaba/tool-security,98,,18,20,1000,20.77,2.55,10.0,32.0,11.98,2019-11-28T22:56:09.312505Z,2025-03-02T22:56:09.312509Z,293.0,10.0,139.0,114.0,6.0,34.0,2.11,https://github.com/alibaba/tool-security.git
sonar/data,100,25,12.36,Java,A popular Java shared for cassandra,https://github.com/sonar/data,103,,43,28,5841,3.02,1.25,16.0,8.92,11.14,2013-05-07T22:56:09.312437Z,2024-11-24T22:56:09.312441Z,1228.0,11.0,94.0,23.0,2.0,55.0,0.84,https://github.com/sonar/data.git
microsoft/security,100,21,12.53,Java,A popular Java service for boot,https://github.com/microsoft/security,115,,12,20,1000,22.67,1.62,39.23,23.84,3.51,2013-03-06T22:56:09.323434Z,2025-02-27T22:56:09.323437Z,294.0,10.0,54.0,95.0,3.0,68.0,7.53,https://github.com/microsoft/security.git
facebook/httpclient,100,29,8.46,Java,A popular Java shared for rest,https://github.com/facebook/httpclient,97,,67,31,1000,15.36,5.41,57.46,22.5,6.95,2017-04-04T22:56:09.323381Z,2025-01-29T22:56:09.323385Z,188.0,10.0,145.0,89.0,15.0,214.0,5.7,https://github.com/facebook/httpclient.git
oracle/microservice,100,38,1.31,Java,A popular Java api for hadoop,https://github.com/oracle/microservice,117,,62,31,11351,17.77,2.9,33.48,27.83,6.41,2024-05-28T22:56:09.323333Z,2025-02-22T22:56:09.323335Z,1907.0,39.0,580.0,60.0,5.0,115.0,6.65,https://github.com/oracle/microservice.git
google/rest,100,20,8.54,Java,A popular Java extension for rxjava,https://github.com/google/rest,102,,10,13,2286,6.74,5.7,34.23,36.15,10.37,2017-03-05T22:56:09.354016Z,2025-06-14T22:56:09.354019Z,245.0,13.0,178.0,35.0,15.0,80.0,6.08,https://github.com/google/rest.git
linkedin/flink,100,24,6.76,Java,A popular Java base for microservice,https://github.com/linkedin/flink,103,,27,22,1000,3.69,3.05,21.1,32.58,6.49,2018-12-16T22:56:09.353959Z,2025-06-04T22:56:09.353962Z,294.0,10.0,184.0,26.0,7.0,56.0,2.68,https://github.com/linkedin/flink.git
apache/flink-server,100,33,3.31,Java,A popular Java plugin for httpclient,https://github.com/apache/flink-server,115,,6,28,14590,9.95,5.85,11.62,14.57,2.15,2022-05-28T22:56:09.353906Z,2024-11-16T22:56:09.353909Z,4207.0,31.0,568.0,39.0,16.0,21.0,6.64,https://github.com/apache/flink-server.git
github/cassandra,100,10,6.24,Java,A popular Java core for netty,https://github.com/github/cassandra,114,,13,9,7581,10.77,1.74,10.92,8.39,7.17,2019-06-22T22:56:09.322328Z,2025-04-24T22:56:09.322331Z,1565.0,50.0,439.0,68.0,4.0,33.0,7.52,https://github.com/github/cassandra.git
facebook/tool-tomcat,100,33,3.8,Java,A popular Java library for api,https://github.com/facebook/tool-tomcat,92,,22,11,2687,4.43,1.25,40.23,29.99,10.93,2021-11-30T22:56:09.322273Z,2025-01-24T22:56:09.322276Z,575.0,10.0,68.0,34.0,3.0,121.0,3.85,https://github.com/facebook/tool-tomcat.git
ibm/cassandra,100,15,14.4,Java,A popular Java plugin for jackson,https://github.com/ibm/cassandra,86,,11,9,2614,9.87,2.6,41.93,18.1,4.35,2011-04-24T22:56:09.322156Z,2025-01-17T22:56:09.322160Z,462.0,12.0,113.0,48.0,5.0,82.0,7.07,https://github.com/ibm/cassandra.git
airbnb/service-security,100,5,10.06,Java,A popular Java tool for jetty,https://github.com/airbnb/service-security,108,,19,9,1000,10.61,4.07,27.89,39.08,6.7,2015-08-28T22:56:09.322053Z,2024-11-05T22:56:09.322056Z,165.0,10.0,60.0,78.0,9.0,48.0,7.38,https://github.com/airbnb/service-security.git
redhat/utils-boot,100,25,6.22,Java,A popular Java base for jetty,https://github.com/redhat/utils-boot,104,,17,25,1000,20.51,3.83,7.97,17.77,8.5,2019-06-29T22:56:09.321999Z,2025-04-25T22:56:09.322002Z,283.0,10.0,155.0,159.0,9.0,30.0,6.48,https://github.com/redhat/utils-boot.git
facebook/core-flink,100,21,13.98,Java,A popular Java server for microservice,https://github.com/facebook/core-flink,103,,49,30,1000,7.81,1.05,18.07,38.96,7.52,2011-09-27T22:56:09.321946Z,2025-08-04T22:56:09.321949Z,207.0,10.0,179.0,55.0,1.0,40.0,2.2,https://github.com/facebook/core-flink.git
dropbox/lucene,100,36,3.76,Java,A popular Java framework for storm,https://github.com/dropbox/lucene,113,,6,9,1000,18.59,3.3,27.56,10.15,7.78,2021-12-13T22:56:09.321835Z,2025-06-13T22:56:09.321838Z,145.0,10.0,189.0,77.0,7.0,104.0,3.68,https://github.com/dropbox/lucene.git
spring/data,100,7,10.7,Java,A popular Java base for microservice,https://github.com/spring/data,83,,46,14,1459,7.68,3.25,47.12,9.18,3.75,2015-01-05T22:56:09.310297Z,2024-10-17T22:56:09.310302Z,392.0,10.0,94.0,39.0,6.0,170.0,7.37,https://github.com/spring/data.git
gradle/common-mongodb,100,39,7.14,Java,A popular Java service for spark,https://github.com/gradle/common-mongodb,92,,46,10,1000,11.09,1.07,35.16,9.58,9.49,2018-07-28T22:56:09.358714Z,2024-10-18T22:56:09.358717Z,293.0,10.0,142.0,65.0,1.0,135.0,1.8,https://github.com/gradle/common-mongodb.git
oracle/retrofit,100,25,2.24,Java,A popular Java server for zookeeper,https://github.com/oracle/retrofit,116,,22,18,4496,5.31,3.3,26.58,22.39,7.25,2023-06-21T22:56:09.358550Z,2025-05-23T22:56:09.358553Z,808.0,10.0,127.0,37.0,5.0,50.0,3.0,https://github.com/oracle/retrofit.git
baidu/rest,100,17,2.55,Java,A popular Java common for retrofit,https://github.com/baidu/rest,115,,18,25,17734,6.03,4.19,44.15,28.19,9.38,2023-03-01T22:56:09.318417Z,2025-03-24T22:56:09.318420Z,2289.0,41.0,514.0,20.0,11.0,82.0,7.02,https://github.com/baidu/rest.git
apache/httpclient-v2,100,28,5.38,Java,A popular Java tool for data,https://github.com/apache/httpclient-v2,89,,59,12,21059,17.54,3.81,55.52,37.68,6.82,2020-05-03T22:56:09.318358Z,2024-09-27T22:56:09.318362Z,2979.0,77.0,627.0,123.0,8.0,177.0,6.51,https://github.com/apache/httpclient-v2.git
netflix/service-storm-server,100,11,1.57,Java,A popular Java shared for rest,https://github.com/netflix/service-storm-server,91,,29,15,2011,18.59,4.23,36.55,10.88,4.63,2024-02-23T22:56:09.359855Z,2024-10-05T22:56:09.359859Z,207.0,19.0,166.0,60.0,10.0,56.0,4.61,https://github.com/netflix/service-storm-server.git
dropbox/netty,100,32,3.57,Java,A popular Java utils for redis,https://github.com/dropbox/netty,83,,68,25,4490,18.42,2.73,24.09,33.92,5.09,2022-02-21T22:56:09.336970Z,2024-09-17T22:56:09.336972Z,802.0,42.0,426.0,60.0,7.0,54.0,5.04,https://github.com/dropbox/netty.git
spotify/reactor,100,39,11.84,Java,A popular Java framework for jackson,https://github.com/spotify/reactor,94,,21,14,1000,5.55,3.53,50.73,38.81,2.53,2013-11-15T22:56:09.336922Z,2025-03-19T22:56:09.336925Z,230.0,10.0,122.0,29.0,9.0,140.0,7.95,https://github.com/spotify/reactor.git
tencent/tomcat,100,26,2.55,Java,A popular Java core for hadoop,https://github.com/tencent/tomcat,80,,17,14,1000,18.85,5.86,32.72,36.59,8.99,2023-02-28T22:56:09.336874Z,2025-09-11T22:56:09.336877Z,146.0,10.0,109.0,75.0,17.0,83.0,7.46,https://github.com/tencent/tomcat.git
spotify/akka-core,100,9,14.91,Java,A popular Java base for cloud,https://github.com/spotify/akka-core,106,,48,20,1000,19.67,4.78,7.39,35.33,9.78,2010-10-19T22:56:09.336779Z,2025-05-03T22:56:09.336782Z,200.0,10.0,154.0,58.0,7.0,12.0,2.5,https://github.com/spotify/akka-core.git
twitter/common-microservice,100,7,11.07,Java,A popular Java extension for gson,https://github.com/twitter/common-microservice,101,,38,14,1000,15.68,4.62,6.4,9.62,10.34,2014-08-21T22:56:09.336719Z,2025-04-04T22:56:09.336723Z,108.0,10.0,132.0,94.0,9.0,12.0,0.82,https://github.com/twitter/common-microservice.git
square/retrofit,100,28,6.58,Java,A popular Java framework for data,https://github.com/square/retrofit,98,,42,18,1000,4.6,2.6,19.94,32.71,4.78,2019-02-19T22:56:09.336596Z,2025-07-17T22:56:09.336599Z,106.0,10.0,54.0,32.0,4.0,40.0,0.81,https://github.com/square/retrofit.git
gitlab/cassandra,100,10,11.74,Java,A popular Java tool for hadoop,https://github.com/gitlab/cassandra,97,,26,30,6745,11.15,1.49,26.71,38.09,11.99,2013-12-21T22:56:09.336546Z,2025-07-07T22:56:09.336549Z,1446.0,17.0,130.0,51.0,3.0,69.0,1.09,https://github.com/gitlab/cassandra.git
facebook/commons,100,12,11.71,Java,A popular Java server for storm,https://github.com/facebook/commons,87,,25,29,1000,15.57,5.07,24.43,9.53,11.53,2013-12-31T22:56:09.336383Z,2024-11-09T22:56:09.336386Z,125.0,10.0,181.0,111.0,11.0,61.0,6.47,https://github.com/facebook/commons.git
gradle/kafka,100,26,1.92,Java,A popular Java shared for cassandra,https://github.com/gradle/kafka,116,,16,10,10275,14.06,3.28,18.88,39.58,10.13,2023-10-19T22:56:09.336330Z,2025-01-17T22:56:09.336333Z,2248.0,39.0,285.0,69.0,5.0,54.0,5.32,https://github.com/gradle/kafka.git
gitlab/flink,100,39,3.41,Java,A popular Java utils for retrofit,https://github.com/gitlab/flink,97,,68,36,14434,24.34,5.92,39.48,27.45,2.71,2022-04-21T22:56:09.336218Z,2025-08-02T22:56:09.336221Z,2045.0,50.0,900.0,152.0,9.0,98.0,1.05,https://github.com/gitlab/flink.git
redhat/security,100,12,3.37,Java,A popular Java library for guava,https://github.com/redhat/security,87,,32,36,8394,3.6,5.77,8.65,26.98,4.39,2022-05-05T22:56:09.321724Z,2025-07-23T22:56:09.321727Z,1583.0,70.0,1043.0,12.0,15.0,14.0,7.32,https://github.com/redhat/security.git
